5.700000000000000000e+01,5.700000000000000000e+01
7.000000000000000000e+01,7.000000000000000000e+01
8.100000000000000000e+01,8.100000000000000000e+01
1.300000000000000000e+02,1.300000000000000000e+02
1.490000000000000000e+02,1.490000000000000000e+02
1.630000000000000000e+02,1.630000000000000000e+02
1.860000000000000000e+02,1.860000000000000000e+02
2.280000000000000000e+02,2.280000000000000000e+02
2.570000000000000000e+02,2.570000000000000000e+02
2.740000000000000000e+02,2.740000000000000000e+02
3.150000000000000000e+02,3.150000000000000000e+02
3.350000000000000000e+02,3.350000000000000000e+02
3.630000000000000000e+02,3.630000000000000000e+02
3.490000000000000000e+02,3.490000000000000000e+02
3.570000000000000000e+02,3.570000000000000000e+02
3.970000000000000000e+02,3.970000000000000000e+02
4.180000000000000000e+02,4.180000000000000000e+02
4.060000000000000000e+02,4.060000000000000000e+02
4.570000000000000000e+02,4.570000000000000000e+02
4.790000000000000000e+02,4.790000000000000000e+02
4.520000000000000000e+02,4.520000000000000000e+02
4.590000000000000000e+02,4.590000000000000000e+02
4.790000000000000000e+02,4.790000000000000000e+02
3.820000000000000000e+02,3.820000000000000000e+02
3.270000000000000000e+02,3.270000000000000000e+02
3.150000000000000000e+02,3.150000000000000000e+02
2.560000000000000000e+02,2.560000000000000000e+02
2.120000000000000000e+02,2.120000000000000000e+02
1.600000000000000000e+02,1.600000000000000000e+02
1.390000000000000000e+02,1.390000000000000000e+02
1.000000000000000000e+02,1.000000000000000000e+02
5.900000000000000000e+01,5.900000000000000000e+01
