6.610000000000000000e+02,4.420000000000000000e+02
8.200000000000000000e+01,5.600000000000000000e+01
1.040000000000000000e+02,4.700000000000000000e+01
1.240000000000000000e+02,3.900000000000000000e+01
1.710000000000000000e+02,2.200000000000000000e+01
2.120000000000000000e+02,2.200000000000000000e+01
2.440000000000000000e+02,2.200000000000000000e+01
2.660000000000000000e+02,2.200000000000000000e+01
2.970000000000000000e+02,2.200000000000000000e+01
3.650000000000000000e+02,2.200000000000000000e+01
4.080000000000000000e+02,4.900000000000000000e+01
4.560000000000000000e+02,7.800000000000000000e+01
4.420000000000000000e+02,1.140000000000000000e+02
4.320000000000000000e+02,1.420000000000000000e+02
4.390000000000000000e+02,1.620000000000000000e+02
4.460000000000000000e+02,1.850000000000000000e+02
4.570000000000000000e+02,2.190000000000000000e+02
4.670000000000000000e+02,2.500000000000000000e+02
4.340000000000000000e+02,2.610000000000000000e+02
3.730000000000000000e+02,2.380000000000000000e+02
3.550000000000000000e+02,2.550000000000000000e+02
3.290000000000000000e+02,2.770000000000000000e+02
2.700000000000000000e+02,2.610000000000000000e+02
2.440000000000000000e+02,2.540000000000000000e+02
2.040000000000000000e+02,1.970000000000000000e+02
1.520000000000000000e+02,2.040000000000000000e+02
1.530000000000000000e+02,2.650000000000000000e+02
8.000000000000000000e+01,2.770000000000000000e+02
7.300000000000000000e+01,2.510000000000000000e+02
4.800000000000000000e+01,2.770000000000000000e+02
4.100000000000000000e+01,2.550000000000000000e+02
2.200000000000000000e+01,1.940000000000000000e+02
9.300000000000000000e+01,1.340000000000000000e+02
1.260000000000000000e+02,1.570000000000000000e+02
1.360000000000000000e+02,1.320000000000000000e+02
8.880000000000000000e+02,5.220000000000000000e+02
