3.950000000000000000e+01,1.300000000000000000e+01
3.900000000000000000e+01,1.350000000000000000e+01
3.850000000000000000e+01,1.400000000000000000e+01
3.800000000000000000e+01,1.450000000000000000e+01
3.750000000000000000e+01,1.500000000000000000e+01
3.700000000000000000e+01,1.550000000000000000e+01
3.650000000000000000e+01,1.600000000000000000e+01
3.600000000000000000e+01,1.600000000000000000e+01
3.550000000000000000e+01,1.600000000000000000e+01
3.500000000000000000e+01,1.600000000000000000e+01
3.500000000000000000e+01,1.550000000000000000e+01
3.500000000000000000e+01,1.600000000000000000e+01
