3.250000000000000000e+01,1.600000000000000000e+01
3.215502798543432306e+01,1.680479354650779555e+01
3.176105031993653682e+01,1.772391355993853068e+01
3.136707265443875059e+01,1.864303357336926581e+01
3.097309498894096436e+01,1.956215358680000094e+01
3.057911732344317812e+01,2.048127360023073606e+01
3.146776569972956850e+01,2.093986281000737648e+01
3.126322347365125154e+01,2.191872055133188724e+01
3.207790241331981917e+01,2.249863280785049113e+01
3.201308723626546282e+01,2.349653009355849775e+01
3.281743559018023859e+01,2.409068809068939743e+01
3.368630864329264796e+01,2.458572305670201530e+01
3.454636803826240055e+01,2.509591697779895014e+01
3.541767676843460322e+01,2.558665223914228193e+01
3.570883838421730161e+01,2.654332611957114096e+01
3.600000000000000000e+01,2.750000000000000000e+01
