1.500000000000000000e+01,3.150000000000000000e+01
1.423211275599801873e+01,3.155315954881945828e+01
1.323450045760581339e+01,3.162222257870244846e+01
1.223688815921360806e+01,3.169128560858543153e+01
1.123927586082140273e+01,3.176034863846842171e+01
1.024166356242919740e+01,3.182941166835140478e+01
9.244051264036992066e+00,3.189847469823439496e+01
9.254326733576926145e+00,3.289842190420365853e+01
8.282691206719066557e+00,3.313490531365906122e+01
7.311055679861208745e+00,3.337138872311446391e+01
6.339420153003350933e+00,3.360787213256986661e+01
6.263268685520101187e+00,3.460496839372028433e+01
6.190115289136832288e+00,3.560228909469745417e+01
5.283577952246325538e+00,3.602441473573749420e+01
5.207516857729640236e+00,3.702151789484437927e+01
5.349858383404281881e+00,3.801133549928906064e+01
5.500000000000000000e+00,3.900000000000000000e+01
