4.100000000000000000e+01,2.750000000000000000e+01
3.867169334550678883e+01,2.816602295344088347e+01
3.059069972930133829e+01,2.300433885418814128e+01
2.590003148686216150e+01,2.347663147373691572e+01
2.460426751526214773e+01,2.299813234141964458e+01
2.267276351962528125e+01,2.536580308171123477e+01
1.811646439345331316e+01,2.465350812188631124e+01
1.681457438816541483e+01,1.919775033561450783e+01
1.482306274396833068e+01,1.852390033280925863e+01
1.156888402251300718e+01,1.760012639610021168e+01
1.050000000000000000e+01,1.750000000000000000e+01
