4.560000000000000142e+01,2.620000000000000284e+01
4.490000000000000568e+01,6.900000000000000355e+00
4.320000000000000284e+01,4.100000000000000533e+00
4.010000000000000142e+01,2.300000000000000266e+00
1.640000000000000213e+01,2.400000000000000355e+00
1.050000000000000000e+01,1.260000000000000142e+01
1.160000000000000142e+01,1.450000000000000000e+01
1.060000000000000142e+01,1.960000000000000142e+01
1.810000000000000142e+01,2.150000000000000000e+01
3.010000000000000142e+01,1.710000000000000142e+01
