6.610000000000000853e+01,4.420000000000000284e+01
6.310000000000000142e+01,4.950000000000000000e+01
5.530000000000000426e+01,4.220000000000000284e+01
6.080000000000000426e+01,4.220000000000000284e+01
5.880000000000000426e+01,3.870000000000000284e+01
7.100000000000000000e+01,3.870000000000000284e+01
7.429999999999999716e+01,4.450000000000000000e+01
6.180000000000000426e+01,5.770000000000000284e+01
2.020000000000000284e+01,5.770000000000000284e+01
3.400000000000000355e+00,2.450000000000000000e+01
1.460000000000000142e+01,4.900000000000000355e+00
7.820000000000000284e+01,4.900000000000000355e+00
9.490000000000000568e+01,2.450000000000000000e+01
8.880000000000001137e+01,5.220000000000000284e+01
