4.350000000000000000e+01,3.000000000000000000e+01
4.350000000000000000e+01,2.950000000000000000e+01
4.350000000000000000e+01,2.900000000000000000e+01
4.350000000000000000e+01,2.850000000000000000e+01
4.350000000000000000e+01,2.800000000000000000e+01
4.350000000000000000e+01,2.750000000000000000e+01
4.350000000000000000e+01,2.700000000000000000e+01
4.350000000000000000e+01,2.650000000000000000e+01
4.350000000000000000e+01,2.600000000000000000e+01
4.350000000000000000e+01,2.550000000000000000e+01
4.300000000000000000e+01,2.500000000000000000e+01
4.250000000000000000e+01,2.450000000000000000e+01
4.250000000000000000e+01,2.400000000000000000e+01
4.200000000000000000e+01,2.350000000000000000e+01
