1.550000000000000000e+01,3.000000000000000000e+01
1.500000000000000000e+01,2.950000000000000000e+01
1.450000000000000000e+01,2.950000000000000000e+01
1.400000000000000000e+01,2.950000000000000000e+01
1.350000000000000000e+01,2.900000000000000000e+01
1.300000000000000000e+01,2.900000000000000000e+01
1.250000000000000000e+01,2.850000000000000000e+01
1.200000000000000000e+01,2.850000000000000000e+01
1.150000000000000000e+01,2.800000000000000000e+01
1.100000000000000000e+01,2.800000000000000000e+01
1.050000000000000000e+01,2.750000000000000000e+01
1.000000000000000000e+01,2.750000000000000000e+01
9.500000000000000000e+00,2.700000000000000000e+01
9.000000000000000000e+00,2.700000000000000000e+01
8.500000000000000000e+00,2.650000000000000000e+01
